Book Name,Author,Rating,Number of Reviews,Price
"The Experience Economy, Updated Edition",B. Joseph Pine II,4.5,96.0,773
"The Day the Jerk Started Falling: Jerk Duet Series, Book 2",Max Monroe,4.7,43.0,586
What Makes You Not a Buddhist,Dzongsar Jamyang Khyentse,4.5,225.0,100
"The Experience Economy, Updated Edition",B. Joseph Pine II,4.5,96.0,773
"The Day the Jerk Started Falling: Jerk Duet Series, Book 2",Max Monroe,4.7,43.0,586
The Poetics,Aristotle,4.4,138.0,609
"Life After Death, Powerful Evidence You Will Not Die",Stephen Hawley Martin,4.3,86.0,234
The Wisdom of Anxiety: How Worry and Intrusive Thoughts Are Gifts to Help You Heal,Sheryl Paul,4.8,182.0,586
The Art of Making Memories: How to Create and Remember Happy Moments,Meik Wiking,4.6,150.0,615
Life Is What Matters: It's Time to Be Happy Again,Alka Dixit,4.6,218.0,501
The End of the Affair,Graham Greene,4.1,310.0,558
Modern British Drama,Peter Saccio,-1,,501
The Joke,Milan Kundera,4.3,59.0,607
"The Pin: Series 1, 2 and 3",Ben Ashenden,-1,,478
You Are My Reason to Smile,Arpit Vageria,4.1,837.0,668
How to Talk to Absolutely Anyone: Confident Communication in Every Situation,Mark Rhodes,4.2,41.0,565
Everyday Calming Rituals: Simple Daily Practices to Reduce Stress,Tania Ahsan,4.4,4.0,569
"Hershey: Milton S. Hershey's Extraordinary Life of Wealth, Empire, and Utopian Dreams",Michael D'Antonio,4.7,79.0,703
The Boy Who Followed His Father into Auschwitz,Jeremy Dronfield,4.8,632.0,888
How to Eat: The Pleasures and Principles of Good Food: Vintage Classics Anniversary Edition,Nigella Lawson,4.4,261.0,888
English in Situations - New Edition - Business English - 16 Topics. Proficiency level B2: Listen & Learn,Dorota Guzik,-1,,334
Open Veins of Latin America: Five Centuries of the Pillage of a Continent,Eduardo Galeano,4.7,605.0,1003
Essential Guide for Healers,Caroline Myss,4.6,28.0,702
My Man Jeeves,P. G. Wodehouse,4.3,112.0,187
Death in the Clouds (Dramatised),Agatha Christie,4.5,262.0,342
Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back,Izabella Wentz,4.6,1469.0,12356
"Demon Hunting 101: Immortal Ninja Academy, Book 1",Marco Frazetta,4.4,11.0,1172
The Cybersecurity Playbook: How Every Leader and Employee Can Contribute to a Culture of Security,Allison Cerra,4.8,9.0,703
The Land of Roar,Jenny McLachlan,4.8,178.0,569
Everything Under,Daisy Johnson,3.9,114.0,569
61 Hours: Jack Reacher 14,Lee Child,4.5,3446.0,1093
Kettlebell - Simple & Sinister,Pavel Tsatsouline,4.5,228.0,233
The Dating Playbook For Men: A Proven 7 Step System To Go From Single To The Woman Of Your Dreams,Andrew Ferebee,4.3,290.0,501
What If It Does Work Out?: How a Side Hustle Can Change Your Life,Susie Moore,4.7,83.0,398
You Are My Reason to Smile,Arpit Vageria,4.1,837.0,668
How to Talk to Absolutely Anyone: Confident Communication in Every Situation,Mark Rhodes,4.2,41.0,565
Everyday Calming Rituals: Simple Daily Practices to Reduce Stress,Tania Ahsan,4.4,4.0,569
"Hershey: Milton S. Hershey's Extraordinary Life of Wealth, Empire, and Utopian Dreams",Michael D'Antonio,4.7,79.0,703
"The Darwin Economy: Liberty, Competition, and the Common Good",Robert H Frank,4.2,45.0,703
Last Night with the Earl,Kelly Bowen,4.3,38.0,469
Selected Shorts: Readers & Writers,Evelyn Waugh,4.3,3.0,657
"The Soul of The Lion, the Witch, and the Wardrobe",Gene Veith,4.0,3.0,656
A History of the World in 6 Glasses,Tom Standage,4.5,945.0,668
Speculation as a Fine Art and Thoughts on Life,Dickson G. Watts,3.6,24.0,93
Cities and Canopies: Trees in Indian Cities,Harini Nagendra,4.4,60.0,879
"Powershift: Transform Any Situation, Close Any Deal, and Achieve Any Outcome",Daymond John,4.7,130.0,1005
The Sunbird,Wilbur Smith,4.4,644.0,987
Complete MBA For Dummies: 2nd Edition,Kathleen Allen PhD,4.3,80.0,703
Why Moats Matter: The Morningstar Approach to Stock Investing,Heather Brilliant,4.2,32.0,668
"The Art of Selling to the Affluent: How to Attract, Service, and Retain Wealthy Customers and Clients for Life, 2nd Edition",Matt Oechsli,4.3,25.0,668
100 Side Hustles: Unexpected Ideas for Making Extra Money Without Quitting Your Day Job,Chris Guillebeau,4.6,165.0,1005
Talking of Justice: People's Rights in Modern India,Leila Seth,3.8,5.0,668
"Zen Flesh, Zen Bones: A Collection of Zen and Pre-Zen Writings (Unabridged Selections)",Paul Reps,4.7,241.0,421
The Signature of All Things,Elizabeth Gilbert,4.3,3803.0,1054
Irrational Exuberance,Robert J. Shiller,4.1,22.0,628
The Three Musketeers,Alexandre Dumas,4.4,709.0,1338
Mary Barton: A Tale of Manchester Life,Elizabeth Gaskell,4.2,217.0,797
"A History of Magic, Witchcraft and the Occult",DK,4.6,19.0,888
"#TheRealCinderella: #BestFriendsForever Series, Book 1",Yesenia Vargas,4.3,179.0,586
"Chillpreneur: The New Rules for Creating Success, Freedom, and Abundance on Your Terms",Denise Duffield-Thomas,4.8,137.0,820
The Third Jesus: The Christ We Cannot Ignore,Deepak Chopra MD,4.4,167.0,879
The Case for the Only Child: Your Essential Guide,Susan Newman,3.7,22.0,668
The Broker,John Grisham,4.3,1069.0,410
Classic BBC Radio Shakespeare: Tragedies: Hamlet; Macbeth; Romeo and Juliet,William Shakespeare,4.5,4.0,888
Superconnector,Scott Gerber,4.4,29.0,500
The Audacity to Win: The Inside Story and Lessons of Barack Obama's Historic Victory,David Plouffe,4.6,60.0,1131
Superconnector,Scott Gerber,4.4,29.0,500
The Audacity to Win: The Inside Story and Lessons of Barack Obama's Historic Victory,David Plouffe,4.6,60.0,1131
21 Great Ways to Get Paid More and Promoted Faster,Brian Tracy,4.4,16.0,468
"The New Primal Blueprint: Reprogram Your Genes for Effortless Weight Loss, Vibrant Health and Boundless Energy",Mark Sisson,4.5,196.0,836
Maalgudi Ka Mithai Wala [The Vendor of Sweets],R.K. Narayan,4.3,5.0,668
Kid Normal and the Rogue Heroes,Greg James,4.8,202.0,569
"Anatomy for Runners: Unlocking Your Athletic Potential for Health, Speed, and Injury Prevention",Jay Dicharry MPT SCS,4.7,356.0,586
"Armageddon Averted: The Soviet Collapse, 1970-2000",Stephen Kotkin,4.3,53.0,668
Bridget Jones's Diary,Helen Fielding,4.4,611.0,323
Strength in the Storm,Eknath Easwaran,4.8,46.0,163
Getting Naked: A Business Fable About Shedding the Three Fears That Sabotage Client Loyalty,Patrick Lencioni,4.7,361.0,754
Brandon Sanderson: Audible Sessions: FREE Exclusive Interview,Holly Newson,-1,,0
Basic Christianity,John Stott,4.8,250.0,227
Silence: In the Age of Noise,Erling Kagge,4.5,222.0,615
The Source (Hindi Edition): Power of Happy Thoughts,Sirshree,4.6,42.0,175
Couples That Work: How to Thrive in Love and at Work,Jennifer Petriglieri,4.4,33.0,888
Grammar Smart: An Audio Guide to Perfect Usage,The Princeton Review,2.9,4.0,753
"Great Disciples of the Buddha: Their Lives, Their Works, Their Legacies",Hellmuth Hecker,4.9,71.0,1416
The Classic Hundred Poems,William Shakespeare,4.6,3.0,702
Smart but Stuck: Emotions in Teens and Adults with ADHD,Thomas E. Brown,4.4,91.0,668
Unbeatable Mind: Forge Resiliency and Mental Toughness to Succeed at an Elite Level (Third Edition: Updated & Revised),Mark Divine,4.4,519.0,668
"Cress: The Lunar Chronicles, Book 3",Marissa Meyer,4.8,2170.0,1063
A Night to Remember: The Classic Account of the Final Hours of the Titanic,Walter Lord,4.6,712.0,668
The Play,Elle Kennedy,4.6,473.0,836
"Birth Without Fear: The Judgment-Free Guide to Taking Charge of Your Pregnancy, Birth, and Postpartum",January Harshe,4.6,164.0,500
"In the Closet of the Vatican: Power, Homosexuality, Hypocrisy",Frederic Martel,4.0,323.0,1138
What Men Live By,Leo Tolstoy,4.0,5.0,281
Anne of Green Gables (BBC Children's Classics),L. M. Montgomery,4.6,3923.0,410
The Temple of the Golden Pavillion,Yukio Mishima,4.1,20.0,668
Darkstalker: Wings of Fire: Legends,Tui T. Sutherland,4.9,1024.0,656
500 quotes of Lao Tsu for meditation,Tzu Lao,-1,,414
Hondo,Louis L'Amour,4.7,380.0,528
Personal History,Katharine Graham,4.5,298.0,1759
The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,Dr Nadine Burke Harris,4.7,884.0,323
Learn Hindi - Level 4: Intermediate Hindi: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1,,469
"The 39 Clues, Book 2: One False Note",Gordon Korman,4.6,238.0,468
Batman and Psychology: A Dark and Stormy Knight,Travis Langley,4.7,244.0,1172
The Master of Petersburg,J. M. Coetzee,4.2,24.0,569
"Broken Open: Mountains, Demons, Treadmills and a Search for Nirvana",David Clark,4.6,34.0,836
Drop the Rock: Removing Character Defects - Steps Six and Seven,Bill P.,4.8,2129.0,501
The Alchemist,H.P. Lovecraft,3.9,3.0,47
"Taking the Stage: How Women Can Speak Up, Stand Out, and Succeed",Judith Humphrey,4.6,19.0,668
Nate Saint: On a Wing and a Prayer (Christian Heroes: Then & Now),Janet Benge,4.8,65.0,680
The Once and Future King,T. H. White,4.3,639.0,1641
Energy Anatomy,Caroline Myss,4.8,44.0,1640
The 10 Pillars of Wealth: Mind-Sets of the World’s Richest People,Alex Becker,4.6,528.0,820
Twilight of Democracy: The Failure of Politics and the Parting of Friends,Anne Applebaum,4.4,49.0,888
The Christmasaurus and the Winter Witch,Tom Fletcher,4.9,988.0,615
What Men Live By,Leo Tolstoy,4.0,5.0,281
The Temple of the Golden Pavillion,Yukio Mishima,4.1,20.0,668
Darkstalker: Wings of Fire: Legends,Tui T. Sutherland,4.9,1028.0,656
500 quotes of Lao Tsu for meditation,Tzu Lao,-1,,414
Hondo,Louis L'Amour,4.7,380.0,528
Personal History,Katharine Graham,4.5,298.0,1759
Learn Hindi - Level 4: Intermediate Hindi: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1,,469
"The 39 Clues, Book 2: One False Note",Gordon Korman,4.6,238.0,468
Batman and Psychology: A Dark and Stormy Knight,Travis Langley,4.7,244.0,1172
The Master of Petersburg,J. M. Coetzee,4.2,24.0,569
"Broken Open: Mountains, Demons, Treadmills and a Search for Nirvana",David Clark,4.6,34.0,836
Drop the Rock: Removing Character Defects - Steps Six and Seven,Bill P.,4.8,2129.0,501
The Alchemist,H.P. Lovecraft,3.9,3.0,47
"Taking the Stage: How Women Can Speak Up, Stand Out, and Succeed",Judith Humphrey,4.6,19.0,668
Nate Saint: On a Wing and a Prayer (Christian Heroes: Then & Now),Janet Benge,4.8,65.0,680
Thomas Moore on Meaningful Work,Thomas Moore,5.0,1.0,410
"Revenge of the Invisible Boy: Goosebumps Slappyworld, Book 9",R.L. Stine,4.9,242.0,422
The Librarian of Auschwitz,Antonio Iturbe,4.7,2009.0,888
"How to Breathe: 25 Simple Practices for Calm, Joy, and Resilience",Ashley Neese,4.6,100.0,754
Elephant Song,Wilbur Smith,4.5,218.0,987
Hunting Zero: A Kent Steele Thriller,Jack Mars,4.8,94.0,1171
Remember My Name,Shanaya Taneja,3.5,28.0,233
"Get a Grip: An Entrepreneurial Fable - Your Journey to Get Real, Get Simple, and Get Results",Mike Paton,4.7,206.0,668
The Disaster Artist,Greg Sestero,4.8,1183.0,721
Mind to Matter: The Astonishing Science of How Your Brain Creates Material Reality,Dawson Church,4.7,827.0,703
Fever Dream,Lincoln Child,4.6,534.0,500
The Knowledge of the Holy,A. W. Tozer,4.8,1370.0,586
Success Is for You: Using Heart-Centered Power Principles for Lasting Abundance and Fulfillment,Dr. David R. Hawkins,4.1,75.0,820
The Berlin Stories,Christopher Isherwood,4.3,100.0,233
Plato's Symposium,Plato,4.3,126.0,351
Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock Fernea,4.4,78.0,1055
Creating Great Choices: A Leader's Guide to Integrative Thinking,Jennifer Riel,4.7,35.0,703
"Manipulation Techniques: How to Influence People with Mind Control, Persuasion, NLP and Dark Psychology",Richard Cooper,4.0,2.0,668
Write No Matter What: Advice for Academics,Joli Jensen,4.7,36.0,586
"Awaken the Durga Within: From Glum to Glam, Caged to Carefree",Usha Narayanan,4.2,37.0,668
The Conquest of Happiness,Bertrand Russell,4.3,215.0,1172
1000 essential words in Tamil: I Listen. I Repeat. I Speak.,J. M. Gardner,-1,,225
"Light Falls: Space, Time, and an Obsession of Einstein",Brian Greene,-1,,501
Artemis Fowl and the Atlantis Complex,Eoin Colfer,4.7,610.0,888
"The Light Fantastic: Discworld, Book 2",Terry Pratchett,4.7,1161.0,888
The Sound and the Fury,William Faulkner,4.1,440.0,501
On the Genealogy of Morals: A Polemic,Friedrich Nietzsche,4.5,153.0,656
The Ultimate Gift,Jim Stovall,4.6,734.0,375
Relationship Breakthrough: How to Create Outstanding Relationships in Every Area of Your Life,Cloe Madanes,4.7,56.0,668
The Chekhov Collection of Short Stories,Anton Chekhov,-1,,569
"The Developing Mind, Third Edition: How Relationships and the Brain Interact to Shape Who We Are",Daniel J. Siegel M.D.,4.9,14.0,1055
"On the Double: Drills, Drama, and Dare-Devilry at the Indian Military Academy",Tanushree Podder,4.7,48.0,668
The Audible Escape Listening Club: Remedial Rocket Science,The Romance Editors,-1,,0
The Chekhov Collection of Short Stories,Anton Chekhov,-1,,569
"The Developing Mind, Third Edition: How Relationships and the Brain Interact to Shape Who We Are",Daniel J. Siegel M.D.,4.9,14.0,1055
"On the Double: Drills, Drama, and Dare-Devilry at the Indian Military Academy",Tanushree Podder,4.7,48.0,668
The Black Moth,Georgette Heyer,4.3,283.0,820
The Audible Escape Listening Club: Remedial Rocket Science,The Romance Editors,-1,,0
Cry Wolf,Wilbur Smith,4.4,389.0,873
The Culinary Imagination: From Myth to Modernity,Sandra M. Gilbert,2.8,5.0,1003
Cousin Kate,Georgette Heyer,4.4,219.0,1477
The Prison Letters of Nelson Mandela,Nelson Mandela,4.5,72.0,1338
"Francine Poulet Meets the Ghost Raccoon: Tales from Deckawoo Drive, Book 2",Kate DiCamillo,4.8,138.0,502
Empowering Women,Louise L. Hay,4.7,57.0,257
Last Man In Tower,Avarind Adiga,3.9,190.0,1054
Linchpin: Are You Indispensable?,Seth Godin,4.4,750.0,502
Reversing Diabetes: Discover the Natural Way to Take Control of Type 2 Diabetes,Don Colbert,4.2,117.0,653
The Naked and the Dead,Norman Mailer,4.3,166.0,1005
Julius Caesar,William Shakespeare,4.5,225.0,422
Glitter Baby,Susan Elizabeth Phillips,4.2,100.0,13840
Obsessive Love: When Passion Holds You Prisoner,Dr. Susan Forward,-1,,374
"Art of Candle Making Business Startup: How to Start, Run & Grow a Million Dollar Success from Home!",Suzanne Carpenter,4.4,284.0,233
Sentimental Education,Gustave Flaubert,4.0,54.0,702
"Small Is the New Big: And 193 Other Riffs, Rants, and Remarkable Business Ideas",Seth Godin,4.1,7.0,702
Divested: Inequality in the Age of Finance,Ken-Hou Lin,-1,,586
Girls' Club: Cultivating Lasting Friendship in a Lonely World,Sally Clarkson,4.8,59.0,608
"Calming Nature Sounds (without music) for Deep Sleep, Meditation, Relaxation: Gentle rain, warm springs, a songbird concert, chirping crickets, tropical storms, the sounds of the sea",Yella A. Deeken,-1,,166
Emotional Intelligence for Dummies,Steven J. Stein PhD,4.2,45.0,703
The Executive Voice Trainer,Jeffrey Jacobi,-1,,702
"Gemina: The Illuminae Files, Book 2",Amie Kaufman,4.7,521.0,721
"Lost Empire: Fargo Adventures, Book 2",Clive Cussler,4.5,507.0,820
Patriot Games: Jack Ryan,Tom Clancy,4.4,654.0,1054
A Spy Among Friends: Kim Philby and the Great Betrayal,Ben Macintyre,4.6,1815.0,839
"Learn in Your Car: Spanish, the Complete Language Course",Henry N. Raymond,-1,,1171
Star Wars: The Old Republic: Revan,Drew Karpyshyn,4.5,1335.0,1131
Coaching Salespeople into Sales Champions: A Tactical Playbook for Managers and Executives,Keith Rosen,4.6,158.0,836
The Forgotten Few: The Indian Air Force in World War II,K.S. Nair,4.7,23.0,836
A Semi Definitive List of Worst Nightmares,Krystal Sutherland,4.8,42.0,1328
"The Boss Who Stole Christmas: Reindeer Falls, Book 1",Jana Aston,4.4,209.0,233
Alone,E.J. Noyes,4.9,143.0,668
A Practical Guide to Child Psychology: Practical Guide Series,Kairen Cullen,4.3,42.0,569
Dr Michael Mosley: Audible Sessions: FREE Excusive Interview,Holly Newson,-1,,0
The Stand: Das letzte Gefecht,Stephen King,4.7,75.0,233
The Talisman Ring,Georgette Heyer,4.6,327.0,702
Glitter Baby,Susan Elizabeth Phillips,4.2,100.0,13840
Obsessive Love: When Passion Holds You Prisoner,Dr. Susan Forward,-1,,374
"Art of Candle Making Business Startup: How to Start, Run & Grow a Million Dollar Success from Home!",Suzanne Carpenter,4.4,284.0,233
Sentimental Education,Gustave Flaubert,4.0,54.0,702
"Small Is the New Big: And 193 Other Riffs, Rants, and Remarkable Business Ideas",Seth Godin,4.1,7.0,702
Meditation in Action: 40th Anniversary Edition,Chögyam Trungpa,4.4,34.0,100
Divested: Inequality in the Age of Finance,Ken-Hou Lin,-1,,586
Kalidasa’s Abhijnanashakuntalam: The Recognition of Shakuntala,Kalidasa,-1,,75
"Alien: Prototype: The Alien™ Series, Book 7",Tim Waggoner,4.4,103.0,820
Alice and Bob Meet the Wall of Fire: The Biggest Ideas in Science from Quanta,Thomas Lin - editor,4.7,45.0,703
The Secret Runners of New York,Norma Butikofer,4.5,283.0,854
The Journey into Yourself: A Retreat to Deepen the Realization of Your Essential Nature,Eckhart Tolle,-1,,1312
"Small Gods: Discworld, Book 13",Terry Pratchett,4.7,702.0,888
Lean In for Graduates,Sheryl Sandberg,4.6,233.0,879
Keep Your Brain Alive: Neurobic Exercises to Help Prevent Memory Loss and Increase Mental Fitness,Lawrence Katz,4.4,74.0,350
All About Passion: A Cynster Novel,Stephanie Laurens,4.6,113.0,1055
Maps of Narrative Practice: Norton Professional Books,Michael White,4.6,85.0,586
Brainfluence: 100 Ways to Persuade and Convince Consumers with Neuromarketing,Roger Dooley,4.6,143.0,668
"Silva Ultramind Systems Persuasive Thoughts: Have More Confidence, Charisma, & Influence",Jose Silva Jr.,5.0,1.0,469
"Pleased to Meet Me: Genes, Germs, and the Curious Forces That Make Us Who We Are",Bill Sullivan,4.4,158.0,820
Daily Meditations,Dr. Wayne W. Dyer,-1,,375
Masters of Mindfulness: Transforming Your Mind and Body,Shauna Shapiro,-1,,1171
Neither Here nor There,Bill Bryson,4.2,1010.0,702
Jagaran (Hindi),OSHO,-1,,167
Cutting Through Spiritual Materialism,Marvin Casper - editor,4.7,246.0,668
Kalidasa’s Abhijnanashakuntalam: The Recognition of Shakuntala,Kalidasa,-1,,75
"Alien: Prototype: The Alien™ Series, Book 7",Tim Waggoner,4.4,103.0,820
Alice and Bob Meet the Wall of Fire: The Biggest Ideas in Science from Quanta,Thomas Lin - editor,4.7,45.0,703
The Secret Runners of New York,Norma Butikofer,4.5,283.0,854
The Journey into Yourself: A Retreat to Deepen the Realization of Your Essential Nature,Eckhart Tolle,-1,,1312
"Small Gods: Discworld, Book 13",Terry Pratchett,4.7,702.0,888
Lean In for Graduates,Sheryl Sandberg,4.6,233.0,879
Keep Your Brain Alive: Neurobic Exercises to Help Prevent Memory Loss and Increase Mental Fitness,Lawrence Katz,4.4,74.0,350
All About Passion: A Cynster Novel,Stephanie Laurens,4.6,113.0,1055
Maps of Narrative Practice: Norton Professional Books,Michael White,4.6,85.0,586
Brainfluence: 100 Ways to Persuade and Convince Consumers with Neuromarketing,Roger Dooley,4.6,143.0,668
"Silva Ultramind Systems Persuasive Thoughts: Have More Confidence, Charisma, & Influence",Jose Silva Jr.,5.0,1.0,469
"Pleased to Meet Me: Genes, Germs, and the Curious Forces That Make Us Who We Are",Bill Sullivan,4.4,158.0,820
Daily Meditations,Dr. Wayne W. Dyer,-1,,375
Fallen Too Far,Abbi Glines,4.5,2450.0,668
